Departamentos;ventas_mañana;ventas_tarde;ventas_noche;ventas_totales;igv;transaccion_total;codigo_producto;membresia;tipo_atencion;tipo_clientes;cantidad_deboluciones
Tumbes;6020;2747;7674;16441;2959.38;22;YSMZ3D;SI;buena;exigentes;65
Madre de Dios;2100;3531;2554;8185;1473.3;23;G4Z8S3;SI;estandar;indecisos;70
Pasco;4355;3701;2907;10963;1973.34;41;EYXYXY;NO;exepcional;leales ;69
Ayacucho;3426;4386;1479;9291;1672.38;50;Q4BMMM;NO;deficiente;exigentes;38
Tacna;9264;4888;938;15090;2716.2;10;YZ4XYA;SI;deficiente;indecisos;43
Tumbes;1593;4467;2028;8088;1455.84;29;CQWBPS;NO;exepcional;indecisos;42
Madre de Dios;8356;2875;3070;14301;2574.18;27;8MQZ8E;NO;estandar;leales ;71
La Libertad;1851;2084;7534;11469;2064.42;10;38BCBZ;SI;exelente ;exigentes;54
Amazonas;4617;4984;1970;11571;2082.78;5;P3WSM8;SI;exepcional;exigentes;77
Huanuco;3393;1445;7042;11880;2138.4;40;ZEZ8AP;SI;exelente ;indecisos;39
Madre de Dios;7430;3693;4849;15972;2874.96;28;XEYMAQ;SI;deficiente;leales ;33
La Libertad;9340;1120;3582;14042;2527.56;34;MGA3BH;SI;exepcional;leales ;58
Lima;1727;1488;3312;6527;1174.86;29;E3IY8B;SI;buena;indecisos;56
San Martin;9434;2645;7170;19249;3464.82;40;GHG8HH;NO;buena;leales ;60
Madre de Dios;4238;4194;5166;13598;2447.64;17;SZPDS7;NO;exelente ;indecisos;22
Cajamarca;1627;1440;5824;8891;1600.38;34;XYQMDZ;NO;deficiente;indecisos;43
Moquegua;1458;3351;4847;9656;1738.08;40;SEMG4W;SI;buena;leales ;77
Lima;7480;4250;6399;18129;3263.22;22;WIQEGC;NO;buena;leales ;61
Ica;8127;2320;2820;13267;2388.06;15;H8ISEB;SI;buena;leales ;72
Ayacucho;3627;3650;2501;9778;1760.04;48;PHCXQ7;NO;deficiente;exigentes;39
Cuzco;7449;1788;5679;14916;2684.88;34;DHH8IH;SI;buena;indecisos;54
Cajamarca;2358;4056;908;7322;1317.96;21;IWCBHY;SI;buena;exigentes;74
Amazonas;8555;4249;918;13722;2469.96;15;SE83DM;SI;buena;exigentes;68
Lima;6956;2216;4979;14151;2547.18;27;X74ZEB;SI;exelente ;exigentes;41
La Libertad;9356;932;5852;16140;2905.2;22;XW8PXY;SI;exelente ;indecisos;55
Huanuco;5131;1863;2909;9903;1782.54;15;QEXQMM;NO;estandar;indecisos;20
Pasco;9829;4457;4694;18980;3416.4;50;X748CM;SI;buena;leales ;32
Lima;3725;4773;2192;10690;1924.2;48;XQEB4X;SI;exepcional;leales ;45
Apurimac;9085;1238;1400;11723;2110.14;11;QZECCD;SI;estandar;leales ;62
Lima;9391;2075;7778;19244;3463.92;34;MHYXGE;SI;estandar;exigentes;25
Lima;5718;2188;7051;14957;2692.26;23;GYI8IA;NO;estandar;leales ;52
Lambayeque;8371;904;6452;15727;2830.86;25;WEHXBQ;NO;buena;leales ;73
Tacna;4700;4174;2995;11869;2136.42;39;ZA84B4;SI;exepcional;leales ;60
Loreto;2663;3839;4489;10991;1978.38;11;4DSGGH;NO;buena;leales ;72
Moquegua;8713;2549;6936;18198;3275.64;50;ZAQGEE;NO;exelente ;leales ;37
Pasco;1619;2452;5103;9174;1651.32;9;PYSSHS;SI;deficiente;leales ;78
Lima;7763;4095;7682;19540;3517.2;37;E37MPA;NO;buena;exigentes;41
La Libertad;5256;3474;2163;10893;1960.74;9;M34ZYI;SI;exepcional;exigentes;28
Ayacucho;9309;4778;7261;21348;3842.64;31;8YZWDS;NO;estandar;leales ;53
Huancavelica;8208;4672;5712;18592;3346.56;4;BHACSM;NO;exepcional;indecisos;47
Arequipa;4779;2317;4455;11551;2079.18;44;P3ZEDM;SI;buena;leales ;33
Loreto;9290;4962;2947;17199;3095.82;40;QMHH8E;NO;exepcional;exigentes;31
Lima;1968;4261;4342;10571;1902.78;23;XPPA3Q;SI;buena;indecisos;61
La Libertad;3847;3121;1861;8829;1589.22;16;ZECPHZ;SI;estandar;indecisos;39
Piura;3750;4565;3729;12044;2167.92;28;APXCH3;NO;estandar;exigentes;27
Huancavelica;8227;4557;2755;15539;2797.02;9;7S33G4;SI;buena;indecisos;58
Lambayeque;5805;2525;1680;10010;1801.8;50;74D4AA;SI;exepcional;indecisos;69
Puno;5053;3668;3475;12196;2195.28;4;WB8XEB;SI;buena;leales ;24
Tumbes;2517;4012;4676;11205;2016.9;42;XA8MMI;NO;exepcional;leales ;37
Lima;1563;4474;3523;9560;1720.8;20;Z7XIA8;SI;exepcional;indecisos;52
Cajamarca;5909;4584;7436;17929;3227.22;12;I43XDE;SI;exepcional;leales ;66
Cuzco;2344;4289;971;7604;1368.72;28;MCE887;SI;exepcional;leales ;48
San Martin;6753;4622;3987;15362;2765.16;44;AIQYMH;NO;deficiente;exigentes;78
Ica;1667;3414;2739;7820;1407.6;13;IHG4P4;SI;deficiente;indecisos;25
Cuzco;6016;3629;7570;17215;3098.7;13;YWWH4E;SI;deficiente;exigentes;27
Junin;2326;4475;1725;8526;1534.68;18;8GPGM7;SI;exepcional;exigentes;24
Loreto;9175;1635;1419;12229;2201.22;46;PXCZAD;SI;exelente ;leales ;80
Tumbes;6966;2408;7931;17305;3114.9;21;D3SMGZ;NO;exelente ;leales ;39
Ucayali;5973;1865;2855;10693;1924.74;39;CDMYIX;NO;deficiente;exigentes;72
Junin;1200;4401;6416;12017;2163.06;47;PDS4YY;NO;exepcional;leales ;72
Tumbes;7053;4272;5768;17093;3076.74;35;EZHIW7;NO;estandar;indecisos;26
Amazonas;2131;2419;3421;7971;1434.78;10;87Q3XW;NO;exepcional;leales ;57
Pasco;9374;3356;3029;15759;2836.62;28;Z3GI8G;SI;buena;leales ;77
Ayacucho;1503;1374;1955;4832;869.76;47;8WQPZI;NO;deficiente;exigentes;43
Pasco;3765;4371;6801;14937;2688.66;17;EBXSBI;NO;buena;indecisos;34
Piura;3801;2224;1669;7694;1384.92;44;734PBB;SI;deficiente;leales ;20
Huanuco;2980;2570;6253;11803;2124.54;23;GAIZPH;SI;deficiente;leales ;57
Cuzco;3776;3441;6477;13694;2464.92;23;44IC78;NO;deficiente;leales ;77
Puno;6453;4714;2837;14004;2520.72;27;HH7C7B;SI;exelente ;exigentes;47
Ucayali;1820;1311;7137;10268;1848.24;37;IEYHXM;NO;exelente ;exigentes;53
Cuzco;8041;2255;2672;12968;2334.24;18;MQMMWI;SI;deficiente;leales ;61
Tacna;9780;2254;7206;19240;3463.2;37;BXMSQP;SI;deficiente;indecisos;38
San Martin;4249;4491;5476;14216;2558.88;5;7GBQAW;SI;buena;leales ;74
Ayacucho;8935;2435;5849;17219;3099.42;24;XHQPSS;NO;estandar;indecisos;31
Tacna;5601;2623;7776;16000;2880;37;ZWWQEB;NO;exepcional;leales ;43
Lima;9405;4459;6781;20645;3716.1;2;GYQSQE;NO;deficiente;indecisos;25
Huanuco;6448;3586;5466;15500;2790;50;MQWYD7;NO;exelente ;leales ;59
Junin;9772;4520;6903;21195;3815.1;2;XXYZ7P;NO;deficiente;exigentes;62
Puno;7405;1739;4662;13806;2485.08;36;HXAEES;NO;estandar;indecisos;67
Tumbes;6089;3946;6846;16881;3038.58;17;HWSYYB;NO;buena;exigentes;79
Ayacucho;1570;3762;4903;10235;1842.3;40;IY7SWS;SI;exelente ;indecisos;74
Junin;4789;4697;3013;12499;2249.82;47;GAHG87;SI;exelente ;leales ;50
San Martin;4034;2037;7734;13805;2484.9;45;7YAEGZ;SI;exepcional;exigentes;62
Ancash;6023;3133;6069;15225;2740.5;18;48WDCP;NO;estandar;indecisos;54
Junin;5998;1693;5293;12984;2337.12;23;BDXYIZ;SI;estandar;indecisos;41
Ucayali;5333;1040;4634;11007;1981.26;28;7CS7QQ;SI;exepcional;leales ;52
Ucayali;8878;3362;6830;19070;3432.6;38;HYSSMC;NO;estandar;indecisos;73
Huanuco;9420;2568;7761;19749;3554.82;48;IYPYWY;NO;buena;leales ;68
Cuzco;2351;3141;5516;11008;1981.44;12;CSXHS7;NO;deficiente;indecisos;57
Ica;1462;4388;1959;7809;1405.62;22;DYZGGH;SI;exepcional;exigentes;44
La Libertad;2759;1531;1018;5308;955.44;15;MGH4YB;SI;buena;exigentes;48
Loreto;3880;4365;1820;10065;1811.7;16;HBD34A;SI;estandar;exigentes;42
Ancash;2332;4977;5336;12645;2276.1;9;7EYAEI;SI;deficiente;exigentes;44
Lambayeque;5948;2118;3142;11208;2017.44;24;IEHDP3;NO;exelente ;indecisos;34
Junin;3325;1678;6696;11699;2105.82;35;XMBY3Q;SI;estandar;leales ;61
San Martin;6923;1955;4918;13796;2483.28;25;IEM8QD;NO;estandar;leales ;75
La Libertad;3944;3683;5588;13215;2378.7;24;8CQQIC;SI;exelente ;exigentes;55
Pasco;8609;1929;7410;17948;3230.64;23;DXBAE8;NO;buena;exigentes;26
Lambayeque;2362;4586;3043;9991;1798.38;38;IDDA8Y;SI;estandar;indecisos;74
Ayacucho;4522;1924;5895;12341;2221.38;23;QMIPXD;NO;deficiente;indecisos;53
Lima;6992;3825;3835;14652;2637.36;15;HCE3HB;NO;buena;exigentes;53
Loreto;7398;3104;6958;17460;3142.8;26;P8XCZX;SI;exepcional;exigentes;63
Lima;1473;3723;5656;10852;1953.36;20;W3GGGX;NO;deficiente;exigentes;26
Ica;4703;1677;1675;8055;1449.9;29;3AM3YZ;NO;deficiente;leales ;32
Moquegua;8182;1181;3247;12610;2269.8;45;DYIZS7;SI;deficiente;indecisos;78
Huancavelica;6102;2401;2238;10741;1933.38;20;YXEA8X;NO;exepcional;leales ;33
Tumbes;8966;1895;4283;15144;2725.92;46;MP7XPG;NO;estandar;leales ;49
Loreto;8646;2603;3276;14525;2614.5;9;W74GWY;NO;buena;exigentes;41
La Libertad;2521;4671;3451;10643;1915.74;10;I4QG83;SI;buena;indecisos;72
Loreto;3613;3898;2410;9921;1785.78;33;7ZXZIZ;SI;estandar;indecisos;75
Madre de Dios;1998;4828;6434;13260;2386.8;24;XDEZ4B;NO;exepcional;exigentes;29
Huanuco;5812;3572;3778;13162;2369.16;9;HCBI33;NO;buena;leales ;28
Cuzco;6538;4839;7918;19295;3473.1;30;ACMY7E;SI;exepcional;indecisos;51
Cuzco;8807;1526;3948;14281;2570.58;35;7EHISA;NO;exelente ;exigentes;41
San Martin;6983;960;7984;15927;2866.86;17;S7Q3HA;SI;exelente ;exigentes;42
Cajamarca;3411;3852;2995;10258;1846.44;12;ABS3GZ;NO;buena;exigentes;30
Ucayali;7837;4717;3518;16072;2892.96;38;S4HIZH;NO;exelente ;indecisos;41
Tacna;1546;1968;6186;9700;1746;42;DS34XS;NO;exelente ;leales ;71
San Martin;2442;2315;6090;10847;1952.46;31;DGAD7X;SI;estandar;leales ;76
Lima;9455;2333;6896;18684;3363.12;9;CYYQ7H;SI;buena;indecisos;73
Moquegua;9320;3459;2871;15650;2817;19;A3MC74;SI;exelente ;leales ;57
Moquegua;9816;4089;5762;19667;3540.06;19;EGGZBX;NO;deficiente;exigentes;54
Tacna;2379;2772;1519;6670;1200.6;27;ACWG8I;SI;deficiente;indecisos;41
Ancash;2949;3105;2028;8082;1454.76;38;3SY7BC;NO;exepcional;exigentes;80
Lambayeque;8079;4997;7210;20286;3651.48;23;WQP3YH;SI;estandar;indecisos;71
Junin;6557;2585;4886;14028;2525.04;27;YA3SMY;NO;buena;exigentes;72
Huanuco;7321;1671;1421;10413;1874.34;19;HCBE33;NO;estandar;exigentes;67
Apurimac;1003;1167;7334;9504;1710.72;45;BC3A7G;NO;estandar;leales ;76
Tacna;1510;4646;6889;13045;2348.1;32;3I83HH;NO;exelente ;indecisos;66
Ica;6610;4486;7010;18106;3259.08;2;7W4G38;NO;exepcional;indecisos;41
Lima;4107;2312;4297;10716;1928.88;50;7S3IWG;NO;buena;leales ;61
Tumbes;3383;4319;3773;11475;2065.5;13;7WD3QC;SI;estandar;indecisos;29
Apurimac;8029;3432;6553;18014;3242.52;23;8WMXWY;NO;exepcional;indecisos;39
Madre de Dios;4546;4734;7823;17103;3078.54;37;3D8PY7;NO;exepcional;exigentes;69
Ayacucho;8849;3918;6574;19341;3481.38;42;C8QSED;NO;exepcional;leales ;39
Cajamarca;9592;1156;6549;17297;3113.46;13;3EESHI;NO;buena;leales ;80
Pasco;3591;2141;5660;11392;2050.56;30;34IXQQ;NO;deficiente;leales ;49
Ica;1797;1261;1193;4251;765.18;17;YYE4ZW;NO;exepcional;leales ;26
Ucayali;1900;4288;3254;9442;1699.56;18;7WXWAE;NO;exepcional;indecisos;60
Lima;7940;1171;1077;10188;1833.84;28;EMXMAY;SI;exepcional;leales ;22
Tacna;8923;4174;7776;20873;3757.14;22;7EAWXY;SI;exepcional;exigentes;65
Pasco;1211;1355;4055;6621;1191.78;29;88AQ83;SI;buena;leales ;31
Piura;3839;4439;5225;13503;2430.54;50;GYEZ8B;SI;estandar;indecisos;33
Piura;1237;1881;2826;5944;1069.92;41;P4XMC4;NO;exepcional;exigentes;80
Apurimac;6401;2279;6547;15227;2740.86;49;SWY47G;SI;buena;leales ;67
Huanuco;2566;3715;1502;7783;1400.94;25;ZWPBXB;NO;exepcional;indecisos;45
Pasco;7503;4476;4371;16350;2943;4;WHDIAS;SI;exelente ;exigentes;51
Ica;3330;2020;3484;8834;1590.12;13;PYEE3G;NO;exelente ;indecisos;36
Puno;3842;2633;6175;12650;2277;11;383Q73;NO;deficiente;indecisos;20
Moquegua;1315;4094;7903;13312;2396.16;36;YZP3DI;NO;deficiente;exigentes;44
Arequipa;7715;3675;1388;12778;2300.04;47;HA3E8Y;NO;estandar;indecisos;44
Piura;5765;1340;7234;14339;2581.02;46;EZSDHZ;NO;exepcional;exigentes;37
Lima;1878;2446;5540;9864;1775.52;15;BZQ8M8;SI;exelente ;leales ;46
Huanuco;6210;4633;6034;16877;3037.86;11;QMG8SX;SI;estandar;leales ;48
Madre de Dios;4067;3209;6526;13802;2484.36;45;SE4DYB;SI;deficiente;indecisos;70
Puno;7074;3352;1503;11929;2147.22;37;H7MGD3;SI;exelente ;exigentes;60
Cajamarca;4862;2230;3240;10332;1859.76;43;WWM8DS;SI;deficiente;indecisos;21
Ancash;6615;4357;2495;13467;2424.06;40;I88QMI;NO;buena;exigentes;25
Cuzco;8820;1118;1614;11552;2079.36;29;SH883B;SI;exelente ;leales ;41
Ica;2899;2848;7227;12974;2335.32;36;BAG43D;SI;buena;exigentes;72
Ucayali;9296;3086;3998;16380;2948.4;50;7HDBMX;SI;estandar;leales ;75
Tumbes;4218;3837;4498;12553;2259.54;49;EBHYQ4;NO;buena;exigentes;72
La Libertad;5494;3087;5076;13657;2458.26;30;WAPA8G;SI;estandar;exigentes;27
Apurimac;2045;1588;5448;9081;1634.58;3;BAM7BA;NO;exepcional;leales ;51
Apurimac;3494;4539;5886;13919;2505.42;16;ZHCD7W;SI;exepcional;exigentes;46
Huanuco;9945;4487;1302;15734;2832.12;49;MHI8B4;NO;buena;indecisos;21
La Libertad;4305;4368;1883;10556;1900.08;5;MSI8E3;NO;buena;exigentes;54
Ucayali;5772;2788;2421;10981;1976.58;28;H4PH7X;NO;estandar;exigentes;60
Lima;3170;2940;4508;10618;1911.24;15;QWEYAM;NO;buena;exigentes;36
Tacna;4261;1776;3982;10019;1803.42;42;EAHH8Y;NO;buena;leales ;32
Ica;6457;4083;7629;18169;3270.42;20;YB83HS;NO;exepcional;leales ;27
Cuzco;1759;2034;4459;8252;1485.36;33;PHCEWI;SI;exelente ;exigentes;63
Madre de Dios;6177;3983;1298;11458;2062.44;10;PAHX37;NO;exepcional;leales ;44
Cuzco;1856;3469;5564;10889;1960.02;43;BY3SEQ;NO;exelente ;exigentes;39
Madre de Dios;8883;4302;5834;19019;3423.42;41;4HPM3D;SI;exelente ;indecisos;60
Lima;8463;1358;7128;16949;3050.82;22;C3Z3SM;NO;estandar;indecisos;47
Cuzco;2936;3035;5698;11669;2100.42;45;WHMQXC;NO;estandar;indecisos;23
La Libertad;8862;3567;3248;15677;2821.86;14;ZCXZZY;NO;exepcional;indecisos;57
Tumbes;8513;3090;6122;17725;3190.5;4;WQEI3Y;SI;estandar;exigentes;80
Apurimac;3266;3303;5234;11803;2124.54;47;YXA4EG;NO;estandar;indecisos;76
Arequipa;3625;3881;2662;10168;1830.24;43;EAM4CI;NO;exepcional;exigentes;74
Huancavelica;9132;1480;2748;13360;2404.8;40;A8PY3H;NO;exepcional;exigentes;32
Lambayeque;4647;3133;7642;15422;2775.96;27;WQWI4Q;SI;exepcional;indecisos;40
Lambayeque;4380;3269;3026;10675;1921.5;36;QIM7PA;NO;exelente ;indecisos;61
Cuzco;9796;4123;4257;18176;3271.68;32;QDWDXA;SI;exepcional;leales ;41
Moquegua;4255;1193;5669;11117;2001.06;35;DAAHZE;NO;exepcional;exigentes;48
Apurimac;8478;3683;3930;16091;2896.38;4;GPE3ES;SI;deficiente;indecisos;23
Cajamarca;5191;2934;2273;10398;1871.64;14;4SASXA;SI;buena;exigentes;54
Cuzco;3107;2603;5804;11514;2072.52;33;4XPDPY;NO;exelente ;indecisos;49
Apurimac;4187;3502;7620;15309;2755.62;34;GIYS4X;NO;buena;exigentes;66
Loreto;3376;3874;5435;12685;2283.3;2;XGIIPS;NO;exelente ;leales ;22
Tacna;9885;3611;4958;18454;3321.72;46;WB8WC4;SI;estandar;leales ;24
Lima;9724;1652;2222;13598;2447.64;7;4IIHGC;NO;estandar;leales ;41
Amazonas;3498;2209;7869;13576;2443.68;27;BHQ8PA;NO;estandar;leales ;76
Apurimac;6118;1294;7924;15336;2760.48;27;EMHAEX;SI;exepcional;leales ;60
Piura;9987;4162;1318;15467;2784.06;12;ZP4I3X;SI;buena;exigentes;22
Ancash;3886;2071;6894;12851;2313.18;19;BW4ZDH;NO;estandar;exigentes;47
Madre de Dios;7948;1103;3132;12183;2192.94;37;8HGYA4;SI;deficiente;indecisos;73
Moquegua;5332;4763;7701;17796;3203.28;32;EYCY4P;NO;buena;leales ;25
Huancavelica;5831;2691;6805;15327;2758.86;32;QW4CPM;NO;exepcional;leales ;26
Apurimac;5921;4644;1844;12409;2233.62;18;EDWAYS;NO;estandar;exigentes;49
Moquegua;9467;2359;7391;19217;3459.06;16;D3BZ7P;NO;exelente ;leales ;29
San Martin;8810;2663;1445;12918;2325.24;41;4M8QMW;SI;buena;indecisos;46
Ayacucho;6696;2695;1318;10709;1927.62;5;HGSPMG;SI;deficiente;exigentes;48
Lima;5414;2598;5461;13473;2425.14;2;MBWPP7;SI;exepcional;indecisos;44
Ica;5571;4862;3558;13991;2518.38;48;YEMBGM;NO;exepcional;exigentes;32
Amazonas;9823;4538;1252;15613;2810.34;25;MSX77I;NO;buena;leales ;48
Moquegua;7599;1420;7544;16563;2981.34;9;4AMZB4;SI;estandar;exigentes;44
Pasco;8806;2358;4892;16056;2890.08;23;ZEEB3B;NO;estandar;exigentes;62
Cuzco;3776;2415;1222;7413;1334.34;13;W87HXI;NO;exelente ;indecisos;46
Ica;2116;1519;4610;8245;1484.1;29;DBZPIW;SI;deficiente;leales ;36
Lima;5321;3254;2118;10693;1924.74;38;D38ZWB;NO;exepcional;leales ;53
Loreto;3861;1007;5457;10325;1858.5;6;YDWQH8;NO;buena;indecisos;32
Cajamarca;4352;2691;4807;11850;2133;23;BXSY8E;SI;buena;leales ;29
La Libertad;2237;1382;7979;11598;2087.64;9;SSAX8Z;SI;estandar;exigentes;32
Loreto;9196;4239;5106;18541;3337.38;14;SZI3HA;SI;estandar;leales ;49
Amazonas;7971;1844;2940;12755;2295.9;41;4I8IBE;SI;buena;leales ;37
San Martin;4368;1380;7008;12756;2296.08;16;H4YSG4;NO;exepcional;indecisos;52
Madre de Dios;8151;1874;7748;17773;3199.14;47;MWBEWC;NO;buena;indecisos;32
Tumbes;5595;2081;6854;14530;2615.4;45;GCMMQA;SI;estandar;leales ;47
Amazonas;3655;2415;6319;12389;2230.02;49;CIDMAS;SI;estandar;leales ;51
Ica;5682;1617;7542;14841;2671.38;2;CWZ4E4;NO;deficiente;exigentes;66
Pasco;9350;3396;1571;14317;2577.06;21;GIQHCX;SI;estandar;indecisos;30
Ucayali;6536;4370;4835;15741;2833.38;28;CH7SBQ;NO;exepcional;exigentes;44
Huanuco;6637;2104;2684;11425;2056.5;3;8HWMHQ;SI;estandar;exigentes;63
Tacna;4747;4936;3946;13629;2453.22;13;ZHMD7I;SI;exelente ;leales ;51
Ucayali;1803;1980;1410;5193;934.74;40;33X3HE;NO;exelente ;indecisos;61
Loreto;2081;4424;5596;12101;2178.18;26;W4GXZZ;SI;estandar;leales ;64
La Libertad;8865;1871;1991;12727;2290.86;45;DW83DP;NO;exepcional;indecisos;62
Huanuco;6811;4760;1775;13346;2402.28;39;QAISD8;SI;estandar;leales ;28
Amazonas;4527;3542;6888;14957;2692.26;23;IYP37H;SI;exepcional;leales ;75
Madre de Dios;1348;2699;5442;9489;1708.02;44;PXDCPA;SI;deficiente;leales ;40
La Libertad;6337;4742;7882;18961;3412.98;9;MC4S4H;SI;deficiente;leales ;29
Ancash;7706;2218;1918;11842;2131.56;34;GEYPAS;NO;exepcional;leales ;56
Cajamarca;4214;3597;1138;8949;1610.82;30;4GGHAS;SI;exepcional;leales ;55
San Martin;5084;1796;3249;10129;1823.22;33;747XDX;SI;estandar;leales ;65
Apurimac;4358;4098;1571;10027;1804.86;6;77BSBB;NO;deficiente;indecisos;22
Lima;6553;2609;3250;12412;2234.16;31;B4Y3H3;SI;estandar;indecisos;26
Madre de Dios;1146;3956;5160;10262;1847.16;23;QAYYXX;NO;exelente ;indecisos;75
Tumbes;6501;2689;6082;15272;2748.96;12;XZI44D;SI;exelente ;indecisos;31
Pasco;7727;1431;6172;15330;2759.4;48;ISHPIA;NO;deficiente;indecisos;44
Cuzco;2633;4975;5166;12774;2299.32;39;GYAAXA;NO;estandar;indecisos;63
Cuzco;9013;4460;7982;21455;3861.9;17;BDMDDW;SI;deficiente;leales ;79
Loreto;2728;2358;985;6071;1092.78;14;ABXXHX;NO;exelente ;indecisos;22
Cajamarca;9463;3280;4011;16754;3015.72;34;ESIPPS;SI;deficiente;indecisos;42
Tumbes;4355;2465;1702;8522;1533.96;40;QGIMGZ;NO;exelente ;exigentes;68
Apurimac;1102;4460;1703;7265;1307.7;46;XHXSZ8;NO;estandar;leales ;67
Ucayali;5297;4494;4617;14408;2593.44;16;QWCBEQ;SI;buena;indecisos;76
Ica;5094;4550;4528;14172;2550.96;40;SIGHEZ;NO;exepcional;indecisos;29
Cuzco;7773;2712;4590;15075;2713.5;2;WPH3PD;SI;buena;indecisos;28
Loreto;5922;3204;4548;13674;2461.32;7;H4PXQ8;SI;estandar;indecisos;49
Ayacucho;2965;4967;1233;9165;1649.7;17;MSDYIZ;SI;estandar;leales ;37
Cajamarca;6729;3778;7961;18468;3324.24;22;3Q77M4;SI;deficiente;leales ;58
Apurimac;6938;2905;2154;11997;2159.46;35;QZMEAB;SI;exepcional;leales ;55
Ancash;8712;1478;4540;14730;2651.4;47;EIGG4A;SI;buena;exigentes;64
Tumbes;9347;3509;4388;17244;3103.92;43;W7ECQA;SI;exelente ;leales ;57
Ayacucho;2563;2678;5721;10962;1973.16;9;BX78HX;NO;exelente ;indecisos;37
Arequipa;3360;4665;7404;15429;2777.22;48;WAD3IC;SI;exelente ;exigentes;77
Piura;7582;2033;3690;13305;2394.9;13;WS3MPA;SI;deficiente;leales ;77
Lambayeque;2955;3976;953;7884;1419.12;22;4Q8A78;SI;buena;leales ;59
Tacna;3386;2025;2882;8293;1492.74;31;DQYH84;NO;exelente ;indecisos;31
Ica;6698;3571;7247;17516;3152.88;10;PDZX3S;SI;buena;leales ;28
Lima;9244;2111;5326;16681;3002.58;12;H4X77W;NO;deficiente;indecisos;22
Loreto;6955;4771;2395;14121;2541.78;34;7MDX37;SI;estandar;indecisos;65
Loreto;8553;4484;4822;17859;3214.62;46;XHAE4H;SI;exepcional;indecisos;71
Ancash;8817;3372;2454;14643;2635.74;24;MX73EZ;SI;buena;leales ;40
Huancavelica;9286;4827;4055;18168;3270.24;19;7D7BMA;SI;estandar;exigentes;49
Ica;2954;4420;7842;15216;2738.88;28;MWY4MB;NO;buena;exigentes;73
Ayacucho;2894;4819;5205;12918;2325.24;39;IISWIZ;SI;deficiente;indecisos;68
Huancavelica;7689;2999;2219;12907;2323.26;50;4GQ4D3;NO;deficiente;leales ;36
Tacna;2984;4380;6179;13543;2437.74;2;I3I3YM;SI;exepcional;exigentes;36
Tumbes;5388;2418;6562;14368;2586.24;8;PXYDDD;NO;exelente ;indecisos;79
Lambayeque;1219;1459;1426;4104;738.72;24;Z74M8E;NO;deficiente;indecisos;21
Moquegua;6026;3610;1831;11467;2064.06;36;MCDEWM;SI;estandar;exigentes;27
Moquegua;7490;3812;2123;13425;2416.5;3;BI7S87;SI;deficiente;leales ;47
Apurimac;9900;2524;1858;14282;2570.76;39;CPCWPP;NO;exelente ;leales ;50
Ancash;7706;2726;7685;18117;3261.06;19;Z7CSXY;SI;exelente ;exigentes;54
Huanuco;7974;2059;3056;13089;2356.02;30;WC37M8;NO;deficiente;leales ;25
Madre de Dios;6699;3430;6390;16519;2973.42;30;GDDE44;NO;estandar;leales ;73
Cuzco;4564;3252;4001;11817;2127.06;30;7HY8BS;SI;buena;leales ;72
San Martin;4192;3520;2188;9900;1782;6;QWPHIB;SI;exepcional;indecisos;41
Lambayeque;1171;2031;1437;4639;835.02;27;DZGB87;NO;buena;indecisos;25
Puno;5380;3633;4160;13173;2371.14;36;DM7S3Z;NO;exelente ;leales ;55
Tacna;8767;2555;5956;17278;3110.04;24;QZ7WPS;NO;exepcional;exigentes;39
Cuzco;7099;4579;1419;13097;2357.46;44;YZYAA4;SI;deficiente;exigentes;26
Cuzco;6795;1966;7783;16544;2977.92;45;4AX8QD;SI;estandar;indecisos;52
Tumbes;9585;1740;6453;17778;3200.04;46;GHHX8D;SI;exelente ;leales ;28
Moquegua;5629;4913;4980;15522;2793.96;36;Q84ZGD;NO;deficiente;indecisos;41
La Libertad;2121;4055;6541;12717;2289.06;4;IG3DHQ;SI;estandar;leales ;56
Loreto;5288;2469;2618;10375;1867.5;25;PXXBGW;NO;deficiente;leales ;65
Junin;5002;3175;5979;14156;2548.08;50;7I8PZW;NO;exepcional;leales ;76
Junin;9795;2924;2893;15612;2810.16;16;MGWWPS;SI;estandar;exigentes;45
Apurimac;7849;3836;3670;15355;2763.9;33;E37GIZ;SI;exepcional;leales ;62
Cajamarca;1223;2178;2810;6211;1117.98;5;BYYAQP;SI;deficiente;indecisos;80
Cajamarca;5216;1175;3165;9556;1720.08;23;H4X4HS;NO;exelente ;leales ;77
Loreto;1061;3030;5857;9948;1790.64;2;SH4IDP;NO;estandar;indecisos;71
Moquegua;2069;1871;3412;7352;1323.36;5;Y4CC4S;SI;deficiente;indecisos;57
Puno;8473;1377;5631;15481;2786.58;23;44YPXA;NO;estandar;leales ;33
Lima;1243;3835;6152;11230;2021.4;24;GGGIDM;NO;exepcional;indecisos;59
Apurimac;2941;1083;2267;6291;1132.38;42;DDAZXS;SI;exepcional;exigentes;53
Cajamarca;2649;2201;6413;11263;2027.34;31;QAIQ3H;NO;buena;exigentes;27
Apurimac;2274;2756;2372;7402;1332.36;23;PAZ7G7;SI;exepcional;indecisos;41
La Libertad;8497;3947;1433;13877;2497.86;14;I37QCX;SI;estandar;exigentes;28
Tumbes;6722;1814;3627;12163;2189.34;48;Z4IX8M;SI;exepcional;exigentes;32
Arequipa;9494;4145;940;14579;2624.22;34;GYSYGS;SI;estandar;leales ;38
